;LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
183;184.0;9.0;SF;17000.0;10.0;4.7;2.0;14.19;2.82;10.45;0.07;0.15;0.05;63.1455;2102.874;0.47;66.21844;170000.0
184;185.0;9.0;SF;18000.0;10.0;4.7;2.0;16.13;3.35;11.74;0.07;0.16;0.05;71.7785;2498.095;0.47;72.94945;180000.0
185;186.0;9.0;SF;19000.0;10.0;4.7;2.0;18.14;4.03;13.35;0.07;0.16;0.05;80.723;3005.171;0.47;72.94945;190000.0
186;187.0;9.0;SF;20000.0;10.0;4.7;2.0;20.04;4.8;15.14;0.07;0.16;0.05;89.178;3579.36;0.47;72.94945;200000.0
187;189.0;10.0;;2000.0;10.0;5.0;2.0;0.14;0.01;0.09;0.04;0.11;0.05;0.623;7.457;0.5;72.772804;20000.0
188;190.0;10.0;;3000.0;10.0;5.0;2.0;0.31;0.01;0.2;0.04;0.11;0.05;1.3795;7.457;0.5;72.772804;30000.0
189;191.0;10.0;;4000.0;10.0;5.0;2.0;0.56;0.02;0.36;0.04;0.11;0.05;2.492;14.914;0.5;72.772804;40000.0
190;192.0;10.0;;5000.0;10.0;5.0;2.0;0.87;0.04;0.55;0.04;0.11;0.05;3.8715;29.828;0.5;72.772804;50000.0
191;193.0;10.0;;6000.0;10.0;5.0;2.0;1.25;0.07;0.78;0.04;0.11;0.05;5.5625;52.199;0.5;72.772804;60000.0
192;194.0;10.0;;7000.0;10.0;5.0;2.0;1.71;0.12;1.04;0.04;0.11;0.05;7.6095;89.484;0.5;72.772804;70000.0
193;195.0;10.0;;8000.0;10.0;5.0;2.0;2.24;0.18;1.42;0.04;0.11;0.05;9.968;134.226;0.5;72.772804;80000.0
194;196.0;10.0;;9000.0;10.0;5.0;2.0;2.87;0.28;1.99;0.05;0.11;0.05;12.7715;208.796;0.5;58.218243;90000.0
195;197.0;10.0;;10000.0;10.0;5.0;2.0;3.58;0.43;2.69;0.05;0.11;0.05;15.931;320.651;0.5;58.218243;100000.0
196;198.0;10.0;;11000.0;10.0;5.0;2.0;4.38;0.62;3.54;0.06;0.11;0.05;19.491;462.334;0.5;48.5152;110000.0
197;199.0;10.0;;12000.0;10.0;5.0;2.0;5.28;0.87;4.57;0.06;0.12;0.05;23.496;648.759;0.5;55.279064;120000.0
198;200.0;10.0;;13000.0;10.0;5.0;2.0;6.27;1.2;5.83;0.07;0.12;0.05;27.9015;894.84;0.5;47.382053;130000.0
199;201.0;10.0;;13999.0;10.0;5.0;2.0;7.37;1.63;7.34;0.07;0.12;0.05;32.7965;1215.491;0.5;47.382053;139990.0
200;210.0;11.0;MR;2000.0;10.0;5.5;2.0;0.15;0.01;0.1;0.05;0.12;0.05;0.6675;7.457;0.55;66.33488;20000.0
201;202.0;10.0;;15000.0;10.0;5.0;2.0;8.58;2.19;9.21;0.08;0.12;0.05;38.181;1633.083;0.5;41.459297;150000.0
202;203.0;10.0;;16000.0;10.0;5.0;2.0;9.82;2.61;10.28;0.08;0.12;0.05;43.699;1946.277;0.5;41.459297;160000.0
203;204.0;10.0;;17000.0;10.0;5.0;2.0;11.14;3.05;11.32;0.08;0.12;0.05;49.573;2274.385;0.5;41.459297;170000.0
204;205.0;10.0;;18000.0;10.0;5.0;2.0;12.6;3.61;12.65;0.08;0.12;0.05;56.07;2691.977;0.5;41.459297;180000.0
205;206.0;10.0;;19000.0;10.0;5.0;2.0;14.22;5.13;17.02;0.09;0.12;0.05;63.279;3825.441;0.5;36.85271;190000.0
206;207.0;10.0;;20000.0;10.0;5.0;2.0;15.74;5.91;18.64;0.09;0.12;0.05;70.043;4407.087;0.5;36.85271;200000.0
207;208.0;10.0;;21000.0;10.0;5.0;2.0;17.09;5.63;16.9;0.08;0.12;0.05;76.0505;4198.291;0.5;41.459297;210000.0
208;209.0;10.0;;23000.0;10.0;5.0;2.0;19.66;7.15;19.6;0.07;0.12;0.05;87.487;5331.755;0.5;47.382053;230000.0
209;211.0;11.0;MR;3000.0;10.0;5.5;2.0;0.35;0.01;0.23;0.05;0.12;0.05;1.5575;7.457;0.55;66.33488;30000.0
210;212.0;11.0;MR;4000.0;10.0;5.5;2.0;0.62;0.03;0.42;0.05;0.12;0.05;2.759;22.371;0.55;66.33488;40000.0
211;213.0;11.0;MR;5000.0;10.0;5.5;2.0;0.96;0.05;0.65;0.05;0.12;0.05;4.272;37.285;0.55;66.33488;50000.0
212;214.0;11.0;MR;6000.0;10.0;5.5;2.0;1.38;0.09;0.92;0.05;0.12;0.05;6.141;67.113;0.55;66.33488;60000.0
213;215.0;11.0;MR;7000.0;10.0;5.5;2.0;1.89;0.14;1.23;0.05;0.12;0.05;8.4105;104.398;0.55;66.33488;70000.0
214;216.0;11.0;MR;8000.0;10.0;5.5;2.0;2.47;0.2;1.58;0.05;0.12;0.05;10.9915;149.14;0.55;66.33488;80000.0
215;217.0;11.0;MR;9000.0;10.0;5.5;2.0;3.16;0.33;2.31;0.06;0.12;0.05;14.062;246.081;0.55;55.279064;90000.0
216;218.0;11.0;MR;10000.0;10.0;5.5;2.0;3.95;0.52;3.26;0.06;0.12;0.05;17.5775;387.764;0.55;55.279064;100000.0
217;219.0;11.0;MR;11000.0;10.0;5.5;2.0;4.84;0.77;4.43;0.07;0.13;0.05;21.538;574.189;0.55;53.42654;110000.0
218;220.0;11.0;MR;12000.0;10.0;5.5;2.0;5.83;1.12;5.86;0.08;0.13;0.05;25.9435;835.184;0.55;46.748222;120000.0
219;221.0;11.0;MR;13000.0;10.0;5.5;2.0;6.93;1.57;7.62;0.09;0.13;0.05;30.8385;1170.749;0.55;41.553974;130000.0
220;222.0;11.0;MR;13999.0;10.0;5.5;2.0;8.14;2.17;9.76;0.1;0.13;0.05;36.223;1618.169;0.55;37.39858;139990.0
221;230.0;12.0;EP;1000.0;10.0;5.8;2.0;0.04;0.01;0.03;0.05;0.12;0.05;0.178;7.457;0.58;66.33488;10000.0
222;223.0;11.0;MR;15000.0;10.0;5.5;2.0;9.46;2.93;12.31;0.11;0.13;0.05;42.097;2184.901;0.55;33.998707;150000.0
223;224.0;11.0;MR;16000.0;10.0;5.5;2.0;10.9;3.9;15.37;0.12;0.13;0.05;48.505;2908.23;0.55;31.165482;160000.0
224;225.0;11.0;MR;17000.0;10.0;5.5;2.0;12.27;4.5;16.7;0.11;0.13;0.05;54.6015;3355.65;0.55;33.998707;170000.0
225;226.0;11.0;MR;18000.0;10.0;5.5;2.0;13.73;5.16;18.07;0.11;0.13;0.05;61.0985;3847.812;0.55;33.998707;180000.0
226;227.0;11.0;MR;19000.0;10.0;5.5;2.0;15.33;6.27;20.79;0.11;0.13;0.05;68.2185;4675.539;0.55;33.998707;190000.0
227;228.0;11.0;MR;20000.0;10.0;5.5;2.0;17.02;8.22;25.92;0.13;0.13;0.05;75.739;6129.654;0.55;28.768137;200000.0
228;229.0;11.0;MR;23000.0;10.0;5.5;2.0;21.31;6.93;18.98;0.07;0.13;0.05;94.8295;5167.701;0.55;53.42654;230000.0
229;231.0;12.0;EP;2000.0;10.0;5.8;2.0;0.15;0.01;0.1;0.05;0.12;0.05;0.6675;7.457;0.58;66.33488;20000.0
230;232.0;12.0;EP;3000.0;10.0;5.8;2.0;0.33;0.01;0.22;0.05;0.12;0.05;1.4685;7.457;0.58;66.33488;30000.0
231;233.0;12.0;EP;4000.0;10.0;5.8;2.0;0.59;0.03;0.4;0.05;0.12;0.05;2.6255;22.371;0.58;66.33488;40000.0
232;234.0;12.0;EP;5000.0;10.0;5.8;2.0;0.92;0.05;0.62;0.05;0.12;0.05;4.094;37.285;0.58;66.33488;50000.0
233;235.0;12.0;EP;6000.0;10.0;5.8;2.0;1.33;0.08;0.88;0.05;0.12;0.05;5.9185;59.656;0.58;66.33488;60000.0
234;236.0;12.0;EP;7000.0;10.0;5.8;2.0;1.8;0.13;1.17;0.05;0.12;0.05;8.01;96.941;0.58;66.33488;70000.0
235;237.0;12.0;EP;8000.0;10.0;5.8;2.0;2.36;0.19;1.51;0.05;0.12;0.05;10.502;141.683;0.58;66.33488;80000.0
236;238.0;12.0;EP;9000.0;10.0;5.8;2.0;3.0;0.28;1.97;0.05;0.12;0.05;13.35;208.796;0.58;66.33488;90000.0
237;239.0;12.0;EP;10000.0;10.0;5.8;2.0;3.75;0.44;2.81;0.06;0.12;0.05;16.6875;328.108;0.58;55.279064;100000.0
238;240.0;12.0;EP;11000.0;10.0;5.8;2.0;4.59;0.67;3.85;0.06;0.12;0.05;20.4255;499.619;0.58;55.279064;110000.0
239;241.0;12.0;EP;12000.0;10.0;5.8;2.0;5.52;0.98;5.13;0.07;0.12;0.05;24.564;730.786;0.58;47.382053;120000.0
240;242.0;12.0;EP;13000.0;10.0;5.8;2.0;6.55;1.39;6.74;0.08;0.12;0.05;29.1475;1036.523;0.58;41.459297;130000.0
241;243.0;12.0;EP;13999.0;10.0;5.8;2.0;7.68;1.92;8.66;0.09;0.12;0.05;34.176;1431.744;0.58;36.85271;139990.0
242;252.0;13.0;E;1000.0;10.0;5.0;2.0;0.03;0.01;0.02;0.04;0.11;0.05;0.1335;7.457;0.5;64.49322;10000.0
243;244.0;12.0;EP;15000.0;10.0;5.8;2.0;8.91;2.63;11.05;0.1;0.12;0.05;39.6495;1961.191;0.58;33.16744;150000.0
244;245.0;12.0;EP;16000.0;10.0;5.8;2.0;10.26;3.55;13.98;0.11;0.13;0.05;45.657;2647.235;0.58;33.998707;160000.0
245;246.0;12.0;EP;17000.0;10.0;5.8;2.0;11.72;4.76;17.66;0.12;0.13;0.05;52.154;3549.532;0.58;31.165482;170000.0
246;247.0;12.0;EP;18000.0;10.0;5.8;2.0;13.21;5.92;20.73;0.13;0.13;0.05;58.7845;4414.544;0.58;28.768137;180000.0
247;248.0;12.0;EP;19000.0;10.0;5.8;2.0;14.87;8.9;29.51;0.16;0.13;0.05;66.1715;6636.73;0.58;23.374111;190000.0
248;249.0;12.0;EP;20000.0;10.0;5.8;2.0;16.36;9.87;31.11;0.15;0.13;0.05;72.802;7360.059;0.58;24.932384;200000.0
249;250.0;12.0;EP;22000.0;10.0;5.8;2.0;19.01;8.68;24.86;0.1;0.12;0.05;84.5945;6472.676;0.58;33.16744;220000.0
250;251.0;12.0;EP;23000.0;10.0;5.8;2.0;20.51;8.86;24.28;0.09;0.12;0.05;91.2695;6606.902;0.58;36.85271;230000.0
251;253.0;13.0;E;2000.0;10.0;5.0;2.0;0.14;0.01;0.08;0.04;0.11;0.05;0.623;7.457;0.5;64.49322;20000.0
252;254.0;13.0;E;3000.0;10.0;5.0;2.0;0.3;0.01;0.19;0.04;0.11;0.05;1.335;7.457;0.5;64.49322;30000.0
253;255.0;13.0;E;4000.0;10.0;5.0;2.0;0.54;0.02;0.34;0.04;0.11;0.05;2.403;14.914;0.5;64.49322;40000.0
254;256.0;13.0;E;5000.0;10.0;5.0;2.0;0.85;0.04;0.53;0.04;0.11;0.05;3.7825;29.828;0.5;64.49322;50000.0
255;257.0;13.0;E;6000.0;10.0;5.0;2.0;1.22;0.07;0.75;0.04;0.11;0.05;5.429;52.199;0.5;64.49322;60000.0
256;258.0;13.0;E;7000.0;10.0;5.0;2.0;1.67;0.11;1.01;0.04;0.11;0.05;7.4315;82.027;0.5;64.49322;70000.0
257;259.0;13.0;E;8000.0;10.0;5.0;2.0;2.18;0.17;1.3;0.04;0.11;0.05;9.701;126.769;0.5;64.49322;80000.0
258;2996.0;182.0;E;10000.0;15.0;4.0;2.0;10.64;1.12;7.06;0.02;0.07;0.11;47.348;835.184;0.27;65.479004;150000.0
259;2997.0;182.0;E;11000.0;15.0;4.0;2.0;13.14;1.51;8.68;0.02;0.07;0.11;58.473;1126.007;0.27;65.479004;165000.0
260;2998.0;182.0;E;12000.0;15.0;4.0;2.0;16.07;2.02;10.62;0.02;0.07;0.11;71.5115;1506.314;0.27;65.479004;180000.0
261;2999.0;182.0;E;13000.0;15.0;4.0;2.0;20.16;2.96;14.36;0.02;0.07;0.11;89.712;2207.272;0.27;65.479004;195000.0
262;3345.0;208.0;E;11000.0;16.0;4.0;2.0;16.5;1.95;11.17;0.02;0.07;0.13;73.425;1454.115;0.25;65.479004;176000.0
263;3346.0;208.0;E;12000.0;16.0;4.0;2.0;20.86;2.82;14.83;0.02;0.07;0.13;92.827;2102.874;0.25;65.479004;192000.0
264;3347.0;208.0;E;13000.0;16.0;4.0;2.0;26.44;4.51;21.84;0.02;0.07;0.13;117.658;3363.107;0.25;65.479004;208000.0
265;260.0;13.0;E;9000.0;10.0;5.0;2.0;2.78;0.23;1.64;0.04;0.11;0.05;12.371;171.511;0.5;64.49322;90000.0
266;261.0;13.0;E;10000.0;10.0;5.0;2.0;3.47;0.35;2.2;0.04;0.11;0.05;15.4415;260.995;0.5;64.49322;100000.0
267;262.0;13.0;E;11000.0;10.0;5.0;2.0;4.24;0.5;2.86;0.05;0.11;0.05;18.868;372.85;0.5;51.594574;110000.0
268;263.0;13.0;E;12000.0;10.0;5.0;2.0;5.11;0.7;3.66;0.05;0.11;0.05;22.7395;521.99;0.5;51.594574;120000.0
269;264.0;13.0;E;13000.0;10.0;5.0;2.0;6.08;0.96;4.63;0.05;0.11;0.05;27.056;715.872;0.5;51.594574;130000.0
270;265.0;13.0;E;13999.0;10.0;5.0;2.0;7.15;1.29;5.8;0.06;0.11;0.05;31.8175;961.953;0.5;42.99548;139990.0
271;294.0;15.0;;1000.0;10.0;6.0;2.0;0.04;0.01;0.03;0.05;0.12;0.05;0.178;7.457;0.6;66.33488;10000.0
272;273.0;14.0;;1000.0;10.0;6.0;4.0;0.06;0.01;0.04;0.08;0.17;0.05;0.267;7.457;0.6;69.90745;10000.0
273;274.0;14.0;;2000.0;10.0;6.0;4.0;0.22;0.01;0.17;0.08;0.17;0.05;0.979;7.457;0.6;69.90745;20000.0
274;275.0;14.0;;3000.0;10.0;6.0;4.0;0.5;0.02;0.38;0.08;0.17;0.05;2.225;14.914;0.6;69.90745;30000.0
275;276.0;14.0;;4000.0;10.0;6.0;4.0;0.89;0.04;0.68;0.08;0.17;0.05;3.9605;29.828;0.6;69.90745;40000.0
276;277.0;14.0;;5000.0;10.0;6.0;4.0;1.39;0.09;1.07;0.08;0.17;0.05;6.1855;67.113;0.6;69.90745;50000.0
277;278.0;14.0;;6000.0;10.0;6.0;4.0;2.0;0.15;1.54;0.08;0.17;0.05;8.9;111.855;0.6;69.90745;60000.0
278;279.0;14.0;;7000.0;10.0;6.0;4.0;2.73;0.23;2.05;0.08;0.17;0.05;12.1485;171.511;0.6;69.90745;70000.0
279;280.0;14.0;;8000.0;10.0;6.0;4.0;3.57;0.34;2.64;0.08;0.18;0.05;15.8865;253.538;0.6;76.165596;80000.0
280;281.0;14.0;;9000.0;10.0;6.0;4.0;4.54;0.47;3.31;0.08;0.18;0.05;20.203;350.479;0.6;76.165596;90000.0
281;282.0;14.0;;10000.0;10.0;6.0;4.0;5.63;0.66;4.14;0.08;0.18;0.05;25.0535;492.162;0.6;76.165596;100000.0
282;283.0;14.0;;11000.0;10.0;6.0;4.0;6.91;0.98;5.63;0.09;0.18;0.05;30.7495;730.786;0.6;67.70275;110000.0
283;284.0;14.0;;12000.0;10.0;6.0;4.0;8.33;1.42;7.45;0.1;0.18;0.05;37.0685;1058.894;0.6;60.932476;120000.0
284;285.0;14.0;;13000.0;10.0;6.0;4.0;9.92;1.99;9.64;0.11;0.18;0.05;44.144;1483.943;0.6;55.393158;130000.0
285;286.0;14.0;;13999.0;10.0;6.0;4.0;11.67;2.73;12.28;0.12;0.19;0.05;51.9315;2035.761;0.6;55.066723;139990.0
286;287.0;14.0;;15000.0;10.0;6.0;4.0;13.61;3.69;15.49;0.14;0.19;0.05;60.5645;2751.633;0.6;47.200047;150000.0
287;288.0;14.0;;16000.0;10.0;6.0;4.0;15.74;4.93;19.44;0.15;0.19;0.05;70.043;3676.301;0.6;44.053375;160000.0
288;289.0;14.0;;17000.0;10.0;6.0;4.0;18.13;6.6;24.48;0.17;0.2;0.05;80.6785;4921.62;0.6;41.97939;170000.0
289;290.0;14.0;;18000.0;10.0;6.0;4.0;20.9;9.47;33.15;0.2;0.2;0.05;93.005;7061.779;0.6;35.682484;180000.0
290;291.0;14.0;;19000.0;10.0;6.0;4.0;24.02;15.76;52.26;0.29;0.21;0.05;106.889;11752.232;0.6;26.477137;190000.0
291;292.0;14.0;;21000.0;10.0;6.0;4.0;28.95;20.39;61.18;0.27;0.21;0.05;128.8275;15204.823;0.6;28.438406;210000.0
292;293.0;14.0;;22000.0;10.0;6.0;4.0;31.58;26.11;74.8;0.3;0.2;0.05;140.531;19470.227;0.6;23.788322;220000.0
293;295.0;15.0;;2000.0;10.0;6.0;2.0;0.15;0.01;0.1;0.05;0.12;0.05;0.6675;7.457;0.6;66.33488;20000.0
294;296.0;15.0;;3000.0;10.0;6.0;2.0;0.33;0.01;0.24;0.05;0.12;0.05;1.4685;7.457;0.6;66.33488;30000.0
295;297.0;15.0;;4000.0;10.0;6.0;2.0;0.59;0.03;0.42;0.05;0.12;0.05;2.6255;22.371;0.6;66.33488;40000.0
296;298.0;15.0;;5000.0;10.0;6.0;2.0;0.93;0.05;0.65;0.05;0.12;0.05;4.1385;37.285;0.6;66.33488;50000.0
297;299.0;15.0;;6000.0;10.0;6.0;2.0;1.34;0.09;0.91;0.05;0.12;0.05;5.963;67.113;0.6;66.33488;60000.0
298;300.0;15.0;;7000.0;10.0;6.0;2.0;1.82;0.13;1.2;0.05;0.12;0.05;8.099;96.941;0.6;66.33488;70000.0
299;301.0;15.0;;8000.0;10.0;6.0;2.0;2.39;0.22;1.7;0.05;0.12;0.05;10.6355;164.054;0.6;66.33488;80000.0
300;302.0;15.0;;9000.0;10.0;6.0;2.0;3.06;0.37;2.59;0.06;0.12;0.05;13.617;275.909;0.6;55.279064;90000.0
301;303.0;15.0;;10000.0;10.0;6.0;2.0;3.82;0.59;3.72;0.07;0.12;0.05;16.999;439.963;0.6;47.382053;100000.0
302;304.0;15.0;;11000.0;10.0;6.0;2.0;4.68;0.9;5.13;0.08;0.12;0.05;20.826;671.13;0.6;41.459297;110000.0
303;305.0;15.0;;12000.0;10.0;6.0;2.0;5.63;1.31;6.88;0.09;0.12;0.05;25.0535;976.867;0.6;36.85271;120000.0
304;306.0;15.0;;13000.0;10.0;6.0;2.0;6.68;1.87;9.06;0.11;0.12;0.05;29.726;1394.459;0.6;30.152216;130000.0
305;307.0;15.0;;13999.0;10.0;6.0;2.0;7.83;2.6;11.72;0.12;0.13;0.05;34.8435;1938.82;0.6;31.165482;139990.0
306;323.0;16.0;E;10000.0;10.0;6.0;2.0;3.67;0.44;2.76;0.05;0.12;0.05;16.3315;328.108;0.6;58.787754;100000.0
307;308.0;15.0;;15000.0;10.0;6.0;2.0;9.1;3.57;14.98;0.13;0.13;0.05;40.495;2662.149;0.6;28.768137;150000.0
308;309.0;15.0;;16000.0;10.0;6.0;2.0;10.31;4.14;16.29;0.13;0.13;0.05;45.8795;3087.198;0.6;28.768137;160000.0
309;310.0;15.0;;17000.0;10.0;6.0;2.0;11.6;4.68;17.37;0.12;0.13;0.05;51.62;3489.876;0.6;31.165482;170000.0
310;311.0;15.0;;18000.0;10.0;6.0;2.0;12.99;5.44;19.04;0.12;0.13;0.05;57.8055;4056.608;0.6;31.165482;180000.0
311;312.0;15.0;;19000.0;10.0;6.0;2.0;14.56;7.68;25.47;0.14;0.13;0.05;64.792;5726.976;0.6;26.71327;190000.0
312;313.0;15.0;;20000.0;10.0;6.0;2.0;16.0;7.95;25.06;0.12;0.13;0.05;71.2;5928.315;0.6;31.165482;200000.0
313;314.0;16.0;E;1000.0;10.0;6.0;2.0;0.04;0.01;0.03;0.05;0.11;0.05;0.178;7.457;0.6;51.594574;10000.0
314;315.0;16.0;E;2000.0;10.0;6.0;2.0;0.14;0.01;0.1;0.05;0.11;0.05;0.623;7.457;0.6;51.594574;20000.0
315;316.0;16.0;E;3000.0;10.0;6.0;2.0;0.32;0.01;0.22;0.05;0.11;0.05;1.424;7.457;0.6;51.594574;30000.0
316;317.0;16.0;E;4000.0;10.0;6.0;2.0;0.58;0.03;0.4;0.05;0.11;0.05;2.581;22.371;0.6;51.594574;40000.0
317;318.0;16.0;E;5000.0;10.0;6.0;2.0;0.9;0.05;0.62;0.05;0.11;0.05;4.005;37.285;0.6;51.594574;50000.0
318;319.0;16.0;E;6000.0;10.0;6.0;2.0;1.3;0.08;0.88;0.05;0.11;0.05;5.785;59.656;0.6;51.594574;60000.0
319;320.0;16.0;E;7000.0;10.0;6.0;2.0;1.77;0.13;1.17;0.05;0.11;0.05;7.8765;96.941;0.6;51.594574;70000.0
320;321.0;16.0;E;8000.0;10.0;6.0;2.0;2.32;0.19;1.5;0.05;0.11;0.05;10.324;141.683;0.6;51.594574;80000.0
321;2076.0;117.0;E;16000.0;13.0;4.0;2.0;20.63;4.05;15.97;0.03;0.09;0.09;91.8035;3020.085;0.31;63.63961;208000.0
322;322.0;16.0;E;9000.0;10.0;6.0;2.0;2.94;0.27;1.89;0.05;0.11;0.05;13.083;201.339;0.6;51.594574;90000.0
323;324.0;16.0;E;11000.0;10.0;6.0;2.0;4.49;0.67;3.84;0.06;0.12;0.05;19.9805;499.619;0.6;48.989796;110000.0
324;325.0;16.0;E;12000.0;10.0;6.0;2.0;5.41;0.99;5.18;0.07;0.12;0.05;24.0745;738.243;0.6;41.991253;120000.0
325;326.0;16.0;E;13000.0;10.0;6.0;2.0;6.42;1.41;6.86;0.08;0.12;0.05;28.569;1051.437;0.6;36.742348;130000.0
326;327.0;16.0;E;13999.0;10.0;6.0;2.0;7.53;1.98;8.89;0.09;0.12;0.05;33.5085;1476.486;0.6;32.659863;139990.0
327;335.0;17.0;F;1000.0;10.0;6.0;2.0;0.03;0.01;0.02;0.04;0.1;0.05;0.1335;7.457;0.6;63.078312;10000.0
328;336.0;17.0;F;2000.0;10.0;6.0;2.0;0.13;0.01;0.09;0.04;0.1;0.05;0.5785;7.457;0.6;63.078312;20000.0
329;337.0;17.0;F;3000.0;10.0;6.0;2.0;0.29;0.01;0.2;0.04;0.1;0.05;1.2905;7.457;0.6;63.078312;30000.0
330;338.0;17.0;F;4000.0;10.0;6.0;2.0;0.52;0.02;0.36;0.04;0.1;0.05;2.314;14.914;0.6;63.078312;40000.0
331;339.0;17.0;F;5000.0;10.0;6.0;2.0;0.82;0.05;0.56;0.04;0.1;0.05;3.649;37.285;0.6;63.078312;50000.0
332;3057.0;186.0;E;11000.0;15.0;6.0;2.0;17.43;2.82;16.15;0.03;0.09;0.11;77.5635;2102.874;0.4;63.63961;165000.0
333;340.0;17.0;F;6000.0;10.0;6.0;2.0;1.18;0.08;0.81;0.04;0.1;0.05;5.251;59.656;0.6;63.078312;60000.0
334;341.0;17.0;F;7000.0;10.0;6.0;2.0;1.61;0.12;1.07;0.04;0.1;0.05;7.1645;89.484;0.6;63.078312;70000.0
335;342.0;17.0;F;8000.0;10.0;6.0;2.0;2.1;0.17;1.37;0.04;0.1;0.05;9.345;126.769;0.6;63.078312;80000.0
336;343.0;17.0;F;9000.0;10.0;6.0;2.0;2.66;0.24;1.7;0.04;0.1;0.05;11.837;178.968;0.6;63.078312;90000.0
337;344.0;17.0;F;10000.0;10.0;6.0;2.0;3.31;0.36;2.26;0.04;0.1;0.05;14.7295;268.452;0.6;63.078312;100000.0
338;345.0;17.0;F;11000.0;10.0;6.0;2.0;4.04;0.56;3.23;0.05;0.1;0.05;17.978;417.592;0.6;50.46265;110000.0
339;346.0;17.0;F;12000.0;10.0;6.0;2.0;4.85;0.85;4.45;0.06;0.11;0.05;21.5825;633.845;0.6;48.5152;120000.0
340;347.0;17.0;F;13000.0;10.0;6.0;2.0;5.74;1.23;5.96;0.07;0.11;0.05;25.543;917.211;0.6;41.584457;130000.0
341;348.0;17.0;F;13999.0;10.0;6.0;2.0;6.73;1.74;7.84;0.08;0.11;0.05;29.9485;1297.518;0.6;36.386402;139990.0
342;378.0;19.0;;1000.0;10.0;7.0;2.0;0.04;0.01;0.03;0.06;0.12;0.05;0.178;7.457;0.7;55.279064;10000.0
343;379.0;19.0;;2000.0;10.0;7.0;2.0;0.15;0.01;0.12;0.06;0.12;0.05;0.6675;7.457;0.7;55.279064;20000.0
344;380.0;19.0;;3000.0;10.0;7.0;2.0;0.34;0.01;0.26;0.06;0.12;0.05;1.513;7.457;0.7;55.279064;30000.0
345;381.0;19.0;;4000.0;10.0;7.0;2.0;0.6;0.03;0.46;0.06;0.12;0.05;2.67;22.371;0.7;55.279064;40000.0
346;382.0;19.0;;5000.0;10.0;7.0;2.0;0.94;0.06;0.71;0.06;0.12;0.05;4.183;44.742;0.7;55.279064;50000.0
347;383.0;19.0;;6000.0;10.0;7.0;2.0;1.36;0.09;0.98;0.05;0.12;0.05;6.052;67.113;0.7;66.33488;60000.0
348;349.0;17.0;F;15000.0;10.0;6.0;2.0;7.8;2.41;10.15;0.09;0.11;0.05;34.71;1797.137;0.6;32.343468;150000.0
349;350.0;17.0;F;16000.0;10.0;6.0;2.0;8.96;3.31;13.03;0.1;0.11;0.05;39.872;2468.267;0.6;29.109121;160000.0
350;351.0;17.0;F;17000.0;10.0;6.0;2.0;10.24;4.51;16.72;0.11;0.11;0.05;45.568;3363.107;0.6;26.462837;170000.0
351;352.0;17.0;F;18000.0;10.0;6.0;2.0;11.64;6.27;21.94;0.13;0.11;0.05;51.798;4675.539;0.6;22.391632;180000.0
352;353.0;17.0;F;19000.0;10.0;6.0;2.0;13.48;12.01;39.85;0.22;0.12;0.05;59.986;8955.857;0.6;15.076108;190000.0
353;354.0;17.0;F;20000.0;10.0;6.0;2.0;14.78;12.59;39.67;0.2;0.12;0.05;65.771;9388.363;0.6;16.58372;200000.0
354;355.0;17.0;F;21000.0;10.0;6.0;2.0;16.21;13.89;41.69;0.19;0.12;0.05;72.1345;10357.773;0.6;17.456547;210000.0
355;356.0;17.0;F;23000.0;10.0;6.0;2.0;18.88;14.64;40.13;0.15;0.11;0.05;84.016;10917.048;0.6;19.40608;230000.0
356;357.0;17.0;F;24000.0;10.0;6.0;2.0;19.8;10.65;27.96;0.1;0.11;0.05;88.11;7941.705;0.6;29.109121;240000.0
357;358.0;18.0;;1000.0;10.0;7.0;3.0;0.04;0.01;0.03;0.05;0.11;0.05;0.178;7.457;0.7;58.218243;10000.0
358;359.0;18.0;;2000.0;10.0;7.0;3.0;0.14;0.01;0.1;0.05;0.11;0.05;0.623;7.457;0.7;58.218243;20000.0
359;360.0;18.0;;3000.0;10.0;7.0;3.0;0.32;0.01;0.24;0.05;0.11;0.05;1.424;7.457;0.7;58.218243;30000.0
360;361.0;18.0;;4000.0;10.0;7.0;3.0;0.57;0.03;0.42;0.05;0.11;0.05;2.5365;22.371;0.7;58.218243;40000.0
361;362.0;18.0;;5000.0;10.0;7.0;3.0;0.89;0.05;0.66;0.05;0.11;0.05;3.9605;37.285;0.7;58.218243;50000.0
362;363.0;18.0;;6000.0;10.0;7.0;3.0;1.29;0.09;0.95;0.05;0.11;0.05;5.7405;67.113;0.7;58.218243;60000.0
363;364.0;18.0;;7000.0;10.0;7.0;3.0;1.75;0.14;1.3;0.05;0.11;0.05;7.7875;104.398;0.7;58.218243;70000.0
364;365.0;18.0;;8000.0;10.0;7.0;3.0;2.29;0.22;1.71;0.05;0.11;0.05;10.1905;164.054;0.7;58.218243;80000.0
365;366.0;18.0;;9000.0;10.0;7.0;3.0;2.9;0.31;2.14;0.05;0.11;0.05;12.905;231.167;0.7;58.218243;90000.0
