LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
4150;276;NULL;5000;20.5;10;2;10.52;1.94;24.42;0.06;0.08;0.21;46.814;1446.658;0.49;30.09011112;102500
4151;276;NULL;6000;20.5;10;2;15.46;4.36;45.78;0.08;0.08;0.21;68.797;3251.252;0.49;22.56758334;123000
4157;277;PN;1000;20;10.5;2;0.47;0.01;0.59;0.04;0.09;0.2;2.0915;7.457;0.53;53.85720785;20000
4158;277;PN;2000;20;10.5;2;1.89;0.07;2.26;0.03;0.09;0.2;8.4105;52.199;0.53;71.80961047;40000
4159;277;PN;3000;20;10.5;2;4.3;0.3;6.31;0.04;0.09;0.2;19.135;223.71;0.53;53.85720785;60000
4160;277;PN;4000;20;10.5;2;7.84;0.98;15.5;0.06;0.1;0.2;34.888;730.786;0.53;42.0522087;80000
4161;277;PN;5000;20;10.5;2;12.51;2.38;29.96;0.07;0.1;0.2;55.6695;1774.766;0.53;36.04475031;100000
4162;277;PN;6000;20;10.5;2;17.77;3.19;33.56;0.06;0.1;0.2;79.0765;2378.783;0.53;42.0522087;120000
3959;258;W;8000;18;8;2;21.62;2.83;22.28;0.04;0.1;0.16;96.209;2110.331;0.44;63.07831305;144000
3960;258;W;9000;18;8;2;28.02;4.18;29.29;0.04;0.1;0.16;124.689;3117.026;0.44;63.07831305;162000
3961;258;W;10000;18;8;2;35.79;6.36;40.11;0.04;0.11;0.16;159.2655;4742.652;0.44;72.77280214;180000
3962;258;W;11000;18;8;2;43.55;10.94;62.69;0.05;0.11;0.16;193.7975;8157.958;0.44;58.21824171;198000
3963;258;W;12000;18;8;2;51.29;16.25;85.36;0.06;0.11;0.16;228.2405;12117.625;0.44;48.51520143;216000
4168;278;E;1000;20;10;2;0.45;0.01;0.54;0.03;0.09;0.2;2.0025;7.457;0.5;63.63961031;20000
4169;278;E;2000;20;10;2;1.81;0.07;2.09;0.03;0.09;0.2;8.0545;52.199;0.5;63.63961031;40000
4170;278;E;3000;20;10;2;4.09;0.23;4.78;0.03;0.09;0.2;18.2005;171.511;0.5;63.63961031;60000
4171;278;E;4000;20;10;2;7.4;0.68;10.77;0.04;0.09;0.2;32.93;507.076;0.5;47.72970773;80000
4172;278;E;5000;20;10;2;11.81;1.6;20.22;0.05;0.09;0.2;52.5545;1193.12;0.5;38.18376618;100000
4173;278;E;6000;20;10;2;17.22;2.88;30.23;0.05;0.09;0.2;76.629;2147.616;0.5;38.18376618;120000
4179;279;PN;1000;20;10;2;0.49;0.01;0.6;0.04;0.1;0.2;2.1805;7.457;0.5;63.07831305;20000
3971;259;PN;8000;19.5;11.5;2;28.66;4.39;34.55;0.04;0.1;0.19;127.537;3273.623;0.59;63.07831305;156000
3972;259;PN;9000;19.5;11.5;2;36.36;7.1;49.71;0.04;0.1;0.19;161.802;5294.47;0.59;63.07831305;175500
3973;259;PN;10000;19.5;11.5;2;45.13;12.05;75.96;0.05;0.1;0.19;200.8285;8985.685;0.59;50.46265044;195000
4180;279;PN;2000;20;10;2;1.94;0.07;2.29;0.04;0.1;0.2;8.633;52.199;0.5;63.07831305;40000
4181;279;PN;3000;20;10;2;4.44;0.31;6.41;0.04;0.1;0.2;19.758;231.167;0.5;63.07831305;60000
4182;279;PN;4000;20;10;2;8.07;0.93;14.72;0.06;0.1;0.2;35.9115;693.501;0.5;42.0522087;80000
4183;279;PN;5000;20;10;2;12.78;1.98;24.98;0.06;0.1;0.2;56.871;1476.486;0.5;42.0522087;100000
4184;279;PN;6000;20;10;2;18.29;2.72;28.6;0.05;0.1;0.2;81.3905;2028.304;0.5;50.46265044;120000
4190;280;W;1000;20;10;2;0.51;0.01;0.65;0.04;0.1;0.2;2.2695;7.457;0.5;63.07831305;20000
4191;280;W;2000;20;10;2;2.06;0.08;2.44;0.04;0.1;0.2;9.167;59.656;0.5;63.07831305;40000
4192;280;W;3000;20;10;2;4.7;0.34;7.06;0.05;0.1;0.2;20.915;253.538;0.5;50.46265044;60000
4193;280;W;4000;20;10;2;8.52;0.98;15.47;0.06;0.1;0.2;37.914;730.786;0.5;42.0522087;80000
4194;280;W;5000;20;10;2;13.34;1.76;22.24;0.05;0.1;0.2;59.363;1312.432;0.5;50.46265044;100000
4195;280;W;6000;20;10;2;19.17;2.41;25.28;0.04;0.1;0.2;85.3065;1797.137;0.5;63.07831305;120000
2654;157;E;10000;14;6;2;11.05;1.7;10.72;0.04;0.09;0.1;49.1725;1267.69;0.43;47.72970773;140000
4200;281;E;1000;20;11;2;0.47;0.01;0.58;0.04;0.09;0.2;2.0915;7.457;0.55;47.72970773;20000
4201;281;E;2000;20;11;2;1.87;0.07;2.27;0.04;0.09;0.2;8.3215;52.199;0.55;47.72970773;40000
4202;281;E;3000;20;11;2;4.22;0.25;5.31;0.04;0.09;0.2;18.779;186.425;0.55;47.72970773;60000
4203;281;E;4000;20;11;2;7.66;0.84;13.25;0.05;0.09;0.2;34.087;626.388;0.55;38.18376618;80000
4204;281;E;5000;20;11;2;12.21;2.08;26.24;0.06;0.1;0.2;54.3345;1551.056;0.55;37.26779962;100000
4205;281;E;6000;20;11;2;17.69;3.72;39.06;0.07;0.1;0.2;78.7205;2774.004;0.55;31.94382825;120000
4211;282;NULL;1000;20;12;2;0.41;0.01;0.56;0.03;0.08;0.2;1.8245;7.457;0.6;60.18022225;20000
3993;261;NULL;8000;19;11;2;26.45;3.94;31.01;0.04;0.1;0.18;117.7025;2938.058;0.58;63.07831305;152000
3994;261;NULL;9000;19;11;2;33.51;5.79;40.53;0.04;0.1;0.18;149.1195;4317.603;0.58;63.07831305;171000
3995;261;NULL;10000;19;11;2;41.74;11.87;74.8;0.06;0.1;0.18;185.743;8851.459;0.58;42.0522087;190000
2655;157;E;11000;14;6;2;13.66;2.47;14.17;0.04;0.09;0.1;60.787;1841.879;0.43;47.72970773;154000
4212;282;NULL;2000;20;12;2;1.64;0.07;2.25;0.03;0.08;0.2;7.298;52.199;0.6;60.18022225;40000
4213;282;NULL;3000;20;12;2;3.68;0.21;4.48;0.03;0.08;0.2;16.376;156.597;0.6;60.18022225;60000
4214;282;NULL;4000;20;12;2;6.7;0.88;13.86;0.05;0.08;0.2;29.815;656.216;0.6;36.10813335;80000
4215;282;NULL;5000;20;12;2;10.8;2.65;33.35;0.08;0.08;0.2;48.06;1976.105;0.6;22.56758334;100000
4216;282;NULL;6000;20;12;2;15.97;6.11;64.23;0.11;0.09;0.2;71.0665;4556.227;0.6;19.58443922;120000
4221;283;WE;1000;20;12;2;0.51;0.01;0.69;0.04;0.1;0.2;2.2695;7.457;0.6;63.07831305;20000
4222;283;WE;2000;20;12;2;2.05;0.08;2.62;0.04;0.1;0.2;9.1225;59.656;0.6;63.07831305;40000
3056;186;E;10000;15;6;2;14.15;2.16;13.61;0.04;0.09;0.11;62.9675;1610.712;0.4;47.72970773;150000
3058;186;E;12000;15;6;2;21.39;3.79;19.89;0.04;0.09;0.11;95.1855;2826.203;0.4;47.72970773;180000
3061;186;E;15000;15;6;2;33.74;8.64;36.32;0.04;0.09;0.11;150.143;6442.848;0.4;47.72970773;225000
4223;283;WE;3000;20;12;2;4.66;0.34;7.24;0.05;0.1;0.2;20.737;253.538;0.6;50.46265044;60000
4224;283;WE;4000;20;12;2;8.5;1.17;18.51;0.07;0.1;0.2;37.825;872.469;0.6;36.04475031;80000
4225;283;WE;5000;20;12;2;13.58;2.94;37.04;0.09;0.11;0.2;60.431;2192.358;0.6;32.34346762;100000
4226;283;WE;6000;20;12;2;19.22;4.09;42.94;0.07;0.1;0.2;85.529;3049.913;0.6;36.04475031;120000
4232;284;E;1000;20;13;2;0.48;0.01;0.66;0.04;0.09;0.2;2.136;7.457;0.65;47.72970773;20000
4233;284;E;2000;20;13;2;1.91;0.08;2.54;0.04;0.09;0.2;8.4995;59.656;0.65;47.72970773;40000
4234;284;E;3000;20;13;2;4.31;0.3;6.26;0.04;0.09;0.2;19.1795;223.71;0.65;47.72970773;60000
4014;263;WE;8000;19;12;2;27.57;5.07;39.95;0.05;0.1;0.18;122.6865;3780.699;0.63;50.46265044;152000
4015;263;WE;9000;19;12;2;34.68;6.07;42.53;0.04;0.1;0.18;154.326;4526.399;0.63;63.07831305;171000
4016;263;WE;10000;19;12;2;43.04;10.32;65.04;0.05;0.1;0.18;191.528;7695.624;0.63;50.46265044;190000
4017;263;WE;11000;19;12;2;52.61;19.36;110.96;0.07;0.1;0.18;234.1145;14436.752;0.63;36.04475031;209000
4018;263;WE;12000;19;12;2;62.27;23.36;122.7;0.07;0.1;0.18;277.1015;17419.552;0.63;36.04475031;228000
4235;284;E;4000;20;13;2;7.91;1.18;18.67;0.07;0.1;0.2;35.1995;879.926;0.65;31.94382825;80000
4236;284;E;5000;20;13;2;12.68;3.14;39.63;0.1;0.1;0.2;56.426;2341.498;0.65;22.36067977;100000
4237;284;E;6000;20;13;2;18.28;5.53;58.14;0.1;0.1;0.2;81.346;4123.721;0.65;22.36067977;120000
4243;285;NULL;1000;20;14;2;0.41;0.01;0.62;0.04;0.08;0.2;1.8245;7.457;0.7;45.13516668;20000
4244;285;NULL;2000;20;14;2;1.65;0.08;2.47;0.04;0.08;0.2;7.3425;59.656;0.7;45.13516668;40000
4245;285;NULL;3000;20;14;2;3.69;0.23;4.8;0.03;0.08;0.2;16.4205;171.511;0.7;60.18022225;60000
4246;285;NULL;4000;20;14;2;6.77;1.06;16.69;0.06;0.08;0.2;30.1265;790.442;0.7;30.09011112;80000
4026;264;NULL;8000;19;14;2;24.36;12.8;100.85;0.13;0.09;0.18;108.402;9544.96;0.74;16.57144857;152000
4027;264;NULL;9000;19;14;2;29.76;12.85;90.01;0.09;0.09;0.18;132.432;9582.245;0.74;23.93653682;171000
4028;264;NULL;10000;19;14;2;35.47;10.42;65.65;0.05;0.09;0.18;157.8415;7770.194;0.74;43.08576628;190000
4029;264;NULL;11000;19;14;2;44.3;29.7;170.18;0.11;0.09;0.18;197.135;22147.29;0.74;19.58443922;209000
4030;264;NULL;12000;19;14;2;51.65;26.65;139.95;0.08;0.09;0.18;229.8425;19872.905;0.74;26.92860393;228000
4247;285;NULL;5000;20;14;2;10.99;3.33;42.03;0.1;0.09;0.2;48.9055;2483.181;0.7;21.54288314;100000
4248;285;NULL;6000;20;14;2;16.36;7.82;82.15;0.14;0.09;0.2;72.802;5831.374;0.7;15.38777367;120000
4254;286;NULL;1000;20;15;2;0.46;0.01;0.73;0.04;0.09;0.2;2.047;7.457;0.75;53.85720785;20000
4255;286;NULL;2000;20;15;2;1.84;0.09;2.77;0.04;0.09;0.2;8.188;67.113;0.75;53.85720785;40000
4256;286;NULL;3000;20;15;2;4.17;0.35;7.31;0.05;0.09;0.2;18.5565;260.995;0.75;43.08576628;60000
4257;286;NULL;4000;20;15;2;7.65;1.43;22.49;0.09;0.09;0.2;34.0425;1066.351;0.75;23.93653682;80000
4258;286;NULL;5000;20;15;2;12.28;3.86;48.59;0.12;0.1;0.2;54.646;2878.402;0.75;21.02610435;100000
4038;265;NULL;8000;19;16;2;24.82;15.34;120.84;0.15;0.09;0.18;110.449;11439.038;0.84;14.36192209;152000
4039;265;NULL;9000;19;16;2;30.08;15.02;105.18;0.1;0.09;0.18;133.856;11200.414;0.84;21.54288314;171000
4040;265;NULL;10000;19;16;2;35.52;11.16;70.37;0.06;0.09;0.18;158.064;8322.012;0.84;35.90480524;190000
4041;265;NULL;11000;19;16;2;44.2;28.22;161.71;0.11;0.09;0.18;196.69;21043.654;0.84;19.58443922;209000
4259;286;NULL;6000;20;15;2;17.6;6.36;66.8;0.11;0.1;0.2;78.32;4742.652;0.75;22.93756838;120000
4264;287;C;1000;20;15;2;0.42;0.01;0.66;0.04;0.08;0.2;1.869;7.457;0.75;45.13516668;20000
4265;287;C;2000;20;15;2;1.69;0.08;2.55;0.04;0.08;0.2;7.5205;59.656;0.75;45.13516668;40000
4266;287;C;3000;20;15;2;3.77;0.23;4.9;0.03;0.08;0.2;16.7765;171.511;0.75;60.18022225;60000
4267;287;C;4000;20;15;2;7.06;1.34;21.16;0.08;0.09;0.2;31.417;999.238;0.75;26.92860393;80000
4268;287;C;5000;20;15;2;11.51;4.04;50.91;0.13;0.09;0.2;51.2195;3012.628;0.75;16.57144857;100000
4269;287;C;6000;20;15;2;17.19;9.3;97.64;0.17;0.09;0.2;76.4955;6935.01;0.75;12.6722842;120000
4275;288;E;1000;20;15;2;0.48;0.01;0.73;0.04;0.09;0.2;2.136;7.457;0.75;47.72970773;20000
4276;288;E;2000;20;15;2;1.92;0.09;2.77;0.04;0.09;0.2;8.544;67.113;0.75;47.72970773;40000
3405;212;E;13000;16;6;2;32.99;6.97;33.8;0.04;0.09;0.13;146.8055;5197.529;0.38;47.72970773;208000
3406;212;E;13999;16;6;2;37.72;9.55;43.01;0.04;0.09;0.13;167.854;7121.435;0.38;47.72970773;223984
3407;212;E;15000;16;6;2;41.85;12.39;52.07;0.04;0.09;0.13;186.2325;9239.223;0.38;47.72970773;240000
4277;288;E;3000;20;15;2;4.34;0.34;7.1;0.05;0.09;0.2;19.313;253.538;0.75;38.18376618;60000
4278;288;E;4000;20;15;2;8.05;1.51;23.8;0.09;0.1;0.2;35.8225;1126.007;0.75;24.84519975;80000
4279;288;E;5000;20;15;2;13.02;4.16;52.42;0.13;0.1;0.2;57.939;3102.112;0.75;17.2005229;100000
4280;288;E;6000;20;15;2;18.75;7.27;76.35;0.13;0.1;0.2;83.4375;5421.239;0.75;17.2005229;120000
4285;289;NULL;1000;20;16;2;0.45;0.01;0.78;0.05;0.09;0.2;2.0025;7.457;0.8;43.08576628;20000
4286;289;NULL;2000;20;16;2;1.8;0.1;3.02;0.05;0.09;0.2;8.01;74.57;0.8;43.08576628;40000
4060;267;W;8000;19;8;2;26.41;3.57;28.15;0.04;0.1;0.18;117.5245;2662.149;0.42;63.07831305;152000
4061;267;W;9000;19;8;2;34.57;5.37;37.58;0.04;0.1;0.18;153.8365;4004.409;0.42;63.07831305;171000
4062;267;W;10000;19;8;2;44.5;9.01;56.79;0.05;0.11;0.18;198.025;6718.757;0.42;58.21824171;190000
4063;267;W;11000;19;8;2;53.63;13.85;79.38;0.05;0.11;0.18;238.6535;10327.945;0.42;58.21824171;209000
4287;289;NULL;3000;20;16;2;4.02;0.27;5.73;0.04;0.09;0.2;17.889;201.339;0.8;53.85720785;60000
4288;289;NULL;4000;20;16;2;7.59;1.71;26.9;0.1;0.09;0.2;33.7755;1275.147;0.8;21.54288314;80000
4289;289;NULL;5000;20;16;2;12.48;5.26;66.33;0.16;0.1;0.2;55.536;3922.382;0.8;15.76957826;100000
4290;289;NULL;6000;20;16;2;18.78;12.18;127.96;0.22;0.1;0.2;83.571;9082.626;0.8;11.46878419;120000
4296;290;NULL;1000;20;18;2;0.5;0.01;0.81;0.05;0.1;0.2;2.225;7.457;0.9;50.46265044;20000
4297;290;NULL;2000;20;18;2;1.98;0.1;3.06;0.05;0.1;0.2;8.811;74.57;0.9;50.46265044;40000
4070;268;PN;7000;20.5;10.5;2;27.16;3.69;33.22;0.04;0.1;0.21;120.862;2751.633;0.51;63.07831305;143500
4071;268;PN;8000;20.5;10.5;2;35.54;5.59;44.05;0.04;0.1;0.21;158.153;4168.463;0.51;63.07831305;164000
4072;268;PN;9000;20.5;10.5;2;45.16;9.92;69.44;0.05;0.1;0.21;200.962;7397.344;0.51;50.46265044;184500
4073;268;PN;10000;20.5;10.5;2;56.35;19.29;121.56;0.07;0.1;0.21;250.7575;14384.553;0.51;36.04475031;205000
4074;268;PN;11000;20.5;10.5;2;68.23;29.39;168.39;0.08;0.1;0.21;303.6235;21916.123;0.51;31.53915653;225500
4298;290;NULL;3000;20;18;2;4.51;0.42;8.83;0.06;0.1;0.2;20.0695;313.194;0.9;42.0522087;60000
4299;290;NULL;4000;20;18;2;8.38;1.87;29.44;0.11;0.1;0.2;37.291;1394.459;0.9;22.93756838;80000
4300;290;NULL;5000;20;18;2;13.59;5.13;64.65;0.16;0.11;0.2;60.4755;3825.441;0.9;18.19320054;100000
4301;290;NULL;6000;20;18;2;19.31;8.03;84.39;0.14;0.11;0.2;85.9295;5987.971;0.9;20.79222918;120000
4306;291;NULL;1000;20;18;2;0.45;0.01;0.82;0.05;0.09;0.2;2.0025;7.457;0.9;43.08576628;20000
4307;291;NULL;2000;20;18;2;1.8;0.1;3.19;0.05;0.09;0.2;8.01;74.57;0.9;43.08576628;40000
4081;269;WPN;7000;20.5;10.5;2;27.65;3.58;32.23;0.04;0.1;0.21;123.0425;2669.606;0.51;63.07831305;143500
4082;269;WPN;8000;20.5;10.5;2;36.9;5.56;43.78;0.04;0.1;0.21;164.205;4146.092;0.51;63.07831305;164000
4083;269;WPN;9000;20.5;10.5;2;48.05;8.44;59.12;0.04;0.11;0.21;213.8225;6293.708;0.51;72.77280214;184500
4084;269;WPN;10000;20.5;10.5;2;60.09;14.85;93.61;0.05;0.11;0.21;267.4005;11073.645;0.51;58.21824171;205000
4085;269;WPN;11000;20.5;10.5;2;70.61;20.84;119.42;0.05;0.1;0.21;314.2145;15540.388;0.51;50.46265044;225500
4308;291;NULL;3000;20;18;2;4.02;0.28;5.97;0.04;0.09;0.2;17.889;208.796;0.9;53.85720785;60000
4309;291;NULL;4000;20;18;2;7.63;1.89;29.86;0.12;0.09;0.2;33.9535;1409.373;0.9;17.95240262;80000
4310;291;NULL;5000;20;18;2;12.62;5.91;74.55;0.18;0.1;0.2;56.159;4407.087;0.9;14.0174029;100000
4311;291;NULL;6000;20;18;2;19.07;13.76;144.49;0.25;0.1;0.2;84.8615;10260.832;0.9;10.09253009;120000
4315;292;EP;1000;20;22;2;0.54;0.02;1.05;0.06;0.11;0.2;2.403;14.914;1.1;48.51520143;20000
4316;292;EP;2000;20;22;2;2.14;0.12;3.68;0.06;0.11;0.2;9.523;89.484;1.1;48.51520143;40000
4092;270;PN;7000;20.5;10;2;26.93;3.53;31.77;0.04;0.1;0.21;119.8385;2632.321;0.49;63.07831305;143500
4093;270;PN;8000;20.5;10;2;35.49;5.39;42.46;0.04;0.1;0.21;157.9305;4019.323;0.49;63.07831305;164000
4094;270;PN;9000;20.5;10;2;45.19;9.19;64.36;0.04;0.1;0.21;201.0955;6852.983;0.49;63.07831305;184500
4095;270;PN;10000;20.5;10;2;56.25;17.64;111.18;0.06;0.1;0.21;250.3125;13154.148;0.49;42.0522087;205000
4317;292;EP;3000;20;22;2;5.1;0.84;17.66;0.12;0.11;0.2;22.695;626.388;1.1;24.25760071;60000
4318;292;EP;4000;20;22;2;9.83;3.64;57.35;0.22;0.12;0.2;43.7435;2714.348;1.1;15.07610834;80000
4319;292;EP;5000;20;22;2;16.03;8.97;113.09;0.28;0.13;0.2;71.3335;6688.929;1.1;13.35663502;100000
4320;292;EP;6000;20;22;2;21.19;9.41;98.88;0.17;0.12;0.2;94.2955;7017.037;1.1;19.51025785;120000
4323;293;NULL;1000;20;8;2;0.39;0.01;0.43;0.03;0.08;0.2;1.7355;7.457;0.4;60.18022225;20000
4324;293;NULL;2000;20;8;2;1.55;0.05;1.71;0.03;0.08;0.2;6.8975;37.285;0.4;60.18022225;40000
4102;271;WE;7000;20.5;12;2;30.6;4.4;39.63;0.04;0.11;0.21;136.17;3281.08;0.59;72.77280214;143500
4103;271;WE;8000;20.5;12;2;40.13;6.69;52.73;0.04;0.11;0.21;178.5785;4988.733;0.59;72.77280214;164000
4104;271;WE;9000;20.5;12;2;51.18;11.62;81.37;0.05;0.11;0.21;227.751;8665.034;0.59;58.21824171;184500
4105;271;WE;10000;20.5;12;2;63.69;20.83;131.26;0.07;0.11;0.21;283.4205;15532.931;0.59;41.58445837;205000
4106;271;WE;11000;20.5;12;2;76.44;30.66;175.64;0.08;0.11;0.21;340.158;22863.162;0.59;36.38640107;225500
4325;293;NULL;3000;20;8;2;3.49;0.17;3.62;0.02;0.08;0.2;15.5305;126.769;0.4;90.27033337;60000
4326;293;NULL;4000;20;8;2;6.3;0.5;7.88;0.03;0.08;0.2;28.035;372.85;0.4;60.18022225;80000
4327;293;NULL;5000;20;8;2;10.03;1.23;15.47;0.04;0.08;0.2;44.6335;917.211;0.4;45.13516668;100000
4328;293;NULL;6000;20;8;2;14.72;2.59;27.19;0.05;0.08;0.2;65.504;1931.363;0.4;36.10813335;120000
4335;294;E;1000;20;8;2;0.4;0.01;0.43;0.03;0.08;0.2;1.78;7.457;0.4;53.33333333;20000
4336;294;E;2000;20;8;2;1.61;0.05;1.68;0.03;0.08;0.2;7.1645;37.285;0.4;53.33333333;40000
4113;272;EPN;7000;20.5;13.5;2;26.62;5.89;53.05;0.06;0.1;0.21;118.459;4392.173;0.66;42.0522087;143500
4114;272;EPN;8000;20.5;13.5;2;34.13;5.64;44.41;0.04;0.09;0.21;151.8785;4205.748;0.66;53.85720785;164000
4115;272;EPN;9000;20.5;13.5;2;43.51;10.98;76.93;0.05;0.1;0.21;193.6195;8187.786;0.66;50.46265044;184500
4116;272;EPN;10000;20.5;13.5;2;53.97;17.66;111.28;0.06;0.1;0.21;240.1665;13169.062;0.66;42.0522087;205000
4117;272;EPN;11000;20.5;13.5;2;65.68;29.67;170.02;0.08;0.1;0.21;292.276;22124.919;0.66;31.53915653;225500
4337;294;E;3000;20;8;2;3.62;0.18;3.72;0.03;0.08;0.2;16.109;134.226;0.4;53.33333333;60000
4338;294;E;4000;20;8;2;6.53;0.46;7.25;0.03;0.08;0.2;29.0585;343.022;0.4;53.33333333;80000
4339;294;E;5000;20;8;2;10.37;0.97;12.22;0.03;0.08;0.2;46.1465;723.329;0.4;53.33333333;100000
4340;294;E;6000;20;8;2;15.16;1.7;17.84;0.03;0.08;0.2;67.462;1267.69;0.4;53.33333333;120000
4345;295;W;1000;20;8;2;0.46;0.01;0.52;0.03;0.09;0.2;2.047;7.457;0.4;71.80961047;20000
4346;295;W;2000;20;8;2;1.83;0.06;1.99;0.03;0.09;0.2;8.1435;44.742;0.4;71.80961047;40000
4347;295;W;3000;20;8;2;4.16;0.22;4.74;0.03;0.09;0.2;18.512;164.054;0.4;71.80961047;60000
4348;295;W;4000;20;8;2;7.49;0.57;9.01;0.03;0.09;0.2;33.3305;425.049;0.4;71.80961047;80000
4349;295;W;5000;20;8;2;11.81;1.09;13.77;0.03;0.09;0.2;52.5545;812.813;0.4;71.80961047;100000
3654;232;E;13000;17;6;2;40.08;9.33;45.23;0.04;0.09;0.15;178.356;6957.381;0.35;47.72970773;221000
4350;295;W;6000;20;8;2;17.22;1.79;18.82;0.03;0.09;0.2;76.629;1334.803;0.4;71.80961047;120000
4356;296;EPN;1000;21.5;13;2;0.63;0.01;0.9;0.04;0.09;0.23;2.8035;7.457;0.6;53.85720785;21500
4357;296;EPN;2000;21.5;13;2;2.54;0.11;3.37;0.04;0.09;0.23;11.303;82.027;0.6;53.85720785;43000
4358;296;EPN;3000;21.5;13;2;5.8;0.5;10.58;0.05;0.09;0.23;25.81;372.85;0.6;43.08576628;64500
4359;296;EPN;4000;21.5;13;2;10.59;1.73;27.24;0.07;0.1;0.23;47.1255;1290.061;0.6;36.04475031;86000
4360;296;EPN;5000;21.5;13;2;16.77;3.93;49.61;0.09;0.1;0.23;74.6265;2930.601;0.6;28.0348058;107500
4134;274;EPN;7000;20.5;14;2;26.08;7.03;63.33;0.07;0.09;0.21;116.056;5242.271;0.68;30.77554735;143500
4135;274;EPN;8000;20.5;14;2;33.06;5.45;42.95;0.04;0.09;0.21;147.117;4064.065;0.68;53.85720785;164000
4136;274;EPN;9000;20.5;14;2;42.16;10.77;75.44;0.05;0.09;0.21;187.612;8031.189;0.68;43.08576628;184500
4137;274;EPN;11000;20.5;14;2;63.7;29.67;169.98;0.08;0.09;0.21;283.465;22124.919;0.68;26.92860393;225500
4361;296;EPN;6000;21.5;13;2;23.59;4.93;51.79;0.06;0.1;0.23;104.9755;3676.301;0.6;42.0522087;129000
3665;233;E;11000;17;7;2;29.99;5.24;30.02;0.04;0.09;0.15;133.4555;3907.468;0.41;47.72970773;187000
3667;233;E;13000;17;7;2;41.63;10.41;50.47;0.04;0.09;0.15;185.2535;7762.737;0.41;47.72970773;221000
4366;297;PN;1000;21;10.5;2;0.55;0.01;0.68;0.03;0.09;0.22;2.4475;7.457;0.5;71.80961047;21000
4367;297;PN;2000;21;10.5;2;2.2;0.08;2.57;0.03;0.09;0.22;9.79;59.656;0.5;71.80961047;42000
4368;297;PN;3000;21;10.5;2;5.03;0.35;7.39;0.04;0.09;0.22;22.3835;260.995;0.5;53.85720785;63000
4369;297;PN;4000;21;10.5;2;9.14;1.03;16.25;0.05;0.09;0.22;40.673;768.071;0.5;43.08576628;84000
4370;297;PN;5000;21;10.5;2;14.36;1.88;23.69;0.05;0.09;0.22;63.902;1401.916;0.5;43.08576628;105000
4371;297;PN;6000;21;10.5;2;20.69;2.58;27.1;0.04;0.09;0.22;92.0705;1923.906;0.5;53.85720785;126000
4377;298;PN;1000;21;10;2;0.56;0.01;0.68;0.03;0.09;0.22;2.492;7.457;0.48;71.80961047;21000
4378;298;PN;2000;21;10;2;2.23;0.08;2.57;0.03;0.09;0.22;9.9235;59.656;0.48;71.80961047;42000
4379;298;PN;3000;21;10;2;5.09;0.35;7.31;0.04;0.09;0.22;22.6505;260.995;0.48;53.85720785;63000
4380;298;PN;4000;21;10;2;9.24;0.99;15.54;0.05;0.09;0.22;41.118;738.243;0.48;43.08576628;84000
4381;298;PN;5000;21;10;2;14.46;1.7;21.4;0.04;0.09;0.22;64.347;1267.69;0.48;53.85720785;105000
4152;276;NULL;7000;20.5;10;2;21.08;7.07;63.7;0.08;0.08;0.21;93.806;5272.099;0.49;22.56758334;143500
4153;276;NULL;8000;20.5;10;2;27.08;8.35;65.79;0.06;0.08;0.21;120.506;6226.595;0.49;30.09011112;164000
4154;276;NULL;9000;20.5;10;2;33.84;9.76;68.38;0.05;0.08;0.21;150.588;7278.032;0.49;36.10813335;184500
4155;276;NULL;10000;20.5;10;2;41.28;10.22;64.42;0.04;0.08;0.21;183.696;7621.054;0.49;45.13516668;205000
4156;276;NULL;11000;20.5;10;2;49.36;14.52;83.21;0.04;0.08;0.21;219.652;10827.564;0.49;45.13516668;225500
4382;298;PN;6000;21;10;2;20.88;2.38;25.05;0.03;0.09;0.22;92.916;1774.766;0.48;71.80961047;126000
4388;299;W;1000;21;10;2;0.61;0.01;0.78;0.04;0.1;0.22;2.7145;7.457;0.48;63.07831305;21000
4389;299;W;2000;21;10;2;2.43;0.09;2.97;0.04;0.1;0.22;10.8135;67.113;0.48;63.07831305;42000
4390;299;W;3000;21;10;2;5.56;0.4;8.31;0.04;0.1;0.22;24.742;298.28;0.48;63.07831305;63000
4391;299;W;4000;21;10;2;10.04;1.06;16.76;0.05;0.1;0.22;44.678;790.442;0.48;50.46265044;84000
4392;299;W;5000;21;10;2;15.7;1.75;22.1;0.04;0.1;0.22;69.865;1304.975;0.48;63.07831305;105000
4163;277;PN;7000;20;10.5;2;23.81;3.57;32.16;0.04;0.1;0.2;105.9545;2662.149;0.53;63.07831305;140000
4164;277;PN;8000;20;10.5;2;30.99;4.64;36.56;0.04;0.09;0.2;137.9055;3460.048;0.53;53.85720785;160000
4165;277;PN;9000;20;10.5;2;39.34;7.57;53.05;0.04;0.1;0.2;175.063;5644.949;0.53;63.07831305;180000
4166;277;PN;10000;20;10.5;2;48.78;12.62;79.53;0.05;0.1;0.2;217.071;9410.734;0.53;50.46265044;200000
4167;277;PN;11000;20;10.5;2;58.89;19.49;111.66;0.06;0.1;0.2;262.0605;14533.693;0.53;42.0522087;220000
